,Gender,Seeking,Age,Pictures,Profile Visits,Kisses,Fans,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,Country,City,Location,distance,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,Verified,lastOnlineDate,lastOnlineTime,User ID,Under 25
1047,F,M,21,4,4751,121,0,False,True,True,DE,Köln,Köln,492.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:25:58Z,1428330358.0,551ee266180ba0cf188b46eb,1
1048,F,none,22,1,7825,187,5,True,True,True,DE,Stuttgart,Stuttgart,320.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T15:55:34Z,1428335734.0,54735328190ba049568b4914,1
1049,F,M,22,3,3473,41,0,False,True,False,IT,Cossato,Cossato,160.0,0,0,0,1,0,0,0,1,False,False,False,True,False,False,1,2015-04-22T09:45:43Z,1429695943.0,54a1b188ea6da1d62d8b4ddd,1
1050,F,M,24,13,5163,198,3,True,True,False,CH,Basel,Basel,0.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-25T19:36:20Z,1429990580.0,54744ffdcb6da13e758b46d9,1
1051,F,M,24,4,3781,133,0,False,True,False,CH,Monthey,Monthey,38.1,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-07T21:13:22Z,1428441202.0,54cbeb54e86da1b9318b49b1,1
1052,F,M,23,1,4033,304,2,True,True,True,FR,Albigny-sur-Saône,Albigny-sur-Saône,157.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,1,2015-04-26T16:46:51Z,1430066811.0,55151e76190ba03f2f8b4c8f,1
1053,F,M,22,6,3366,78,2,False,False,False,CH,Bern,Biel,83.1,0,0,0,0,0,1,0,1,False,False,True,False,False,False,1,2015-04-07T12:12:09Z,1428408729.0,55099c930b6ea112668b4d41,1
1054,F,M,19,4,7858,403,0,True,True,False,FR,Annemasse,Etrembières,0.0,0,0,0,1,0,1,1,1,True,False,False,False,False,False,0,2015-04-26T18:21:38Z,1430072498.0,550b2a7bc66da1634d8b476c,1
1055,F,none,22,17,4088,100,0,True,False,False,CH,Zürich,Steinerberg,160.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-08T13:21:41Z,1428499301.0,54bc1bde140ba0f8368b4bb1,1
1056,F,M,21,13,6920,90,0,True,True,False,DE,Offenburg,Lahr/Schwarzwald,221.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-08T02:52:30Z,1428461550.0,54d315ccc96da158728b4ba1,1
1057,F,M,20,3,2476,42,0,True,True,True,CH,Lenzburg,Dintikon,153.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,2015-04-24T21:10:15Z,1429909815.0,5475aacae66da1998f8b45a6,1
1058,F,M,20,14,5021,135,2,True,False,False,CH,Basel,Koblenz,172.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:03:10Z,1430046190.0,553ad73d190ba000608b4620,1
1059,F,M,20,4,5457,83,0,False,False,True,CH,Zürich,Zürich,174.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:32:50Z,1430047970.0,5475ecac140ba068728b4af0,1
1060,F,M,23,4,2472,30,0,True,False,False,DE,Waldshut-Tiengen,Rüdlingen,188.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-08T15:30:31Z,1428507031.0,5475d4e4ea6da11b028b4b27,1
1061,F,M,26,1,51,0,0,True,True,False,DE,Ravensburg,Meckenbeuren,261.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T16:03:04Z,1428336184.0,552298451b0ba0713a8b48ea,0
1062,F,M,23,1,4196,207,0,True,True,True,CH,Genève,Lancy,54.6,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T09:51:37Z,1428313897.0,54764ad4ca6da1cd508b48bf,1
1063,F,M,19,4,376,10,0,False,False,True,CH,Walchwil,Küssnacht (SZ),154.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-04T18:32:55Z,1428172375.0,5510156b1c0ba062118b4cf7,1
1064,F,M,20,14,5200,208,0,False,False,False,FR,Charnay-lès-Mâcon,Mâcon,142.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T12:33:51Z,1428323631.0,550169ae150ba0de708b4f1e,1
1065,F,M,20,4,6015,180,0,True,True,False,DE,Limburg an der Lahn,Rennerod,466.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,2015-04-06T14:25:45Z,1428330345.0,551186801a0ba0532e8b45dc,1
1066,F,M,20,4,7603,129,0,False,True,False,DE,Emmendingen,Waldkirch,201.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-26T10:59:15Z,1430045955.0,5478e6ae160ba059278b4718,1
1067,F,M,19,3,7443,346,0,True,False,False,CH,Zürich,Greifensee,182.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-25T20:08:57Z,1429992537.0,5505d14a180ba058498b4597,1
1068,F,M,19,12,9175,451,0,True,True,True,IT,Torino,Torino,181.0,0,0,0,0,0,1,0,1,False,False,False,True,False,False,0,2015-04-08T15:33:50Z,1428507230.0,547b380f1c0ba0d9908b4861,1
1069,F,M,23,6,599,20,0,True,False,False,DE,Wertheim,Wertheim,421.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:52:10Z,1428331930.0,5513ce75140ba05e488b4736,1
1070,F,M,21,2,1943,94,0,True,False,False,CH,Bern,Bern,77.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-07T12:14:59Z,1428408899.0,54e62bf8076ea1dd038b4c4e,1
1071,F,M,20,3,5830,119,1,True,False,False,CH,Kyburg,Basel,138.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:07:49Z,1430046469.0,5536ddf9c86da1513d8b4dac,1
1072,F,M,23,26,8781,205,0,True,False,False,CH,Bern,Bern,74.7,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-26T10:38:15Z,1430044695.0,552d6d320c6ea165338b46a4,1
1073,F,M,22,3,1073,57,1,False,False,False,CH,Bern,Bern,77.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T12:52:23Z,1428324743.0,547ca744e76da10d7b8b4567,1
1074,F,none,20,3,2110,60,1,True,False,False,DE,Freiburg im Breisgau,Münstertal/Schwarzwald,176.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,2015-03-29T20:53:38Z,1427662418.0,54fddc19140ba0217d8b4639,1
1075,F,M,20,4,5147,413,1,True,True,False,FR,Besançon,Besançon,92.4,0,0,0,0,0,1,0,3,True,True,False,True,False,False,0,2015-04-07T11:44:40Z,1428407080.0,5512ae3de96da18b068b4f8e,1
1076,F,M,21,14,2900,141,1,True,True,False,DE,Dortmund,Schwörstadt,151.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,2015-04-02T20:03:31Z,1428005011.0,551987a0066ea15c6b8b4bd4,1
1077,F,M,24,8,383,4,0,False,True,False,FR,Héricourt,Héricourt,117.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-08T13:45:25Z,1428500725.0,54e89bd5190ba0704a8b49c5,1
1078,F,M,25,4,3886,58,1,True,True,True,DE,Lörrach,Lörrach,144.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:47:51Z,1430048871.0,54e4d2791b0ba062578b4a55,0
1079,F,M,23,7,7093,228,0,True,True,True,CH,Bern,Bern,77.3,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-26T17:53:14Z,1430070794.0,547f18141a0ba0d7028b4ee9,1
1080,F,M,21,8,7001,364,1,True,True,True,CH,Biel,Pieterlen,89.5,0,0,0,1,0,1,0,2,True,False,True,False,False,False,1,2015-04-26T18:59:34Z,1430074774.0,5480c954c86da1e88c8b4853,1
1081,F,M,24,7,3413,65,1,False,True,False,FR,Les Haies,Les Haies,182.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-27T19:00:01Z,1430161201.0,550de3d0c76da11e3f8b47a7,1
1082,F,M,22,2,4492,81,0,False,False,False,DE,Mannheim,Mannheim,358.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-06T15:57:56Z,1428335876.0,55217aa0ca6da1e08f8b48ae,1
1083,F,M,22,2,735,17,0,True,True,False,CH,Yverdon-les-Bains,Yverdon-les-Bains,28.4,0,0,0,0,0,1,0,1,True,False,False,False,False,False,0,2015-04-26T12:40:48Z,1430052048.0,552eead91a0ba0947b8b4a3a,1
1084,F,M,23,2,5386,145,0,True,False,False,DE,Siegburg,Siegburg,477.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T15:00:02Z,1428332402.0,550b09a21c0ba08e688b47c1,1
1085,F,M,23,4,1626,36,0,False,True,False,CH,Einsiedeln,Einsiedeln,174.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-25T18:57:58Z,1429988278.0,54817aee1c0ba0d37e8b4ae8,1
1086,F,M,23,6,3844,87,0,False,False,False,CH,Bern,Bern,77.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-23T18:41:27Z,1429814487.0,54e99e2be86da1667a8b4b76,1
1087,F,M,19,3,4246,114,0,False,False,False,CH,Bern,Bern,77.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T12:03:20Z,1428321800.0,54c50e710b6ea1dd8c8b4b76,1
1088,F,M,19,12,367,2,0,True,False,False,IT,Mezzomerico,Mezzomerico,182.0,0,0,0,1,0,0,0,1,False,False,False,True,False,False,0,2015-04-08T11:33:45Z,1428492825.0,549fce71150ba0951e8b46f1,1
1089,F,M,20,4,1578,52,1,True,False,False,FR,Sampigny,Roville-aux-Chênes,207.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-08T15:12:46Z,1428505966.0,549c5294076ea13a278b482c,1
1090,F,M,22,6,2383,120,1,False,True,False,DE,Frankfurt am Main,Offenbach am Main,427.0,0,0,0,1,0,1,0,2,False,False,True,True,False,False,0,2015-04-19T11:51:45Z,1429444305.0,552110bf160ba02d398b47e0,1
1091,F,M,22,9,14685,223,0,True,False,False,DE,Ludwigshafen am Rhein,Frankenthal (Pfalz),359.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,2015-04-06T14:59:35Z,1428332375.0,5484b627c86da1316a8b48c8,1
1092,F,M,22,3,1495,50,0,False,False,True,FR,Annecy,Thorens-Glières,0.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-05-02T23:16:01Z,1430608561.0,5484d99bc76da1a6158b4adb,1
1093,F,M,19,6,1773,31,6,True,True,True,FR,Mirecourt,Vittel,193.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,1,2015-04-26T10:13:35Z,1430043215.0,54c427aecb6da1cd338b497a,1
1094,F,M,24,4,3276,117,0,True,True,False,CH,Versoix,Versoix,44.7,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T10:11:38Z,1428315098.0,54858ef7ea6da1a61a8b4a52,1
1095,F,M,19,5,5961,285,0,True,True,True,CH,Lausanne,Rolle,23.9,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-26T08:56:48Z,1430038608.0,552554ae0a6ea1346d8b4efe,1
1096,F,M,19,3,5974,224,0,True,False,False,BE,Liège,Liège,464.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,1,2015-04-06T14:23:41Z,1428330221.0,54fcc66f1a0ba0a8078b4bb3,1
1097,F,M,19,3,3447,74,0,True,False,False,CH,Therwil,Therwil,129.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-08T08:01:55Z,1428480115.0,54c800141a0ba03f478b45df,1
1098,F,none,22,4,10192,350,0,False,False,True,CH,Basel,Basel,136.0,0,0,0,0,0,1,0,2,True,False,True,False,False,False,0,2015-04-27T19:31:17Z,1430163077.0,553dfc5ced6da1fc628b5213,1
1099,F,M,21,2,3849,172,0,True,False,False,CH,Monthey,Monthey,0.0,0,0,0,1,0,0,1,1,True,False,False,False,False,False,0,2015-04-26T10:47:46Z,1430045266.0,55082b051b0ba0582c8b4e14,1
1100,F,M,22,4,2178,67,3,True,False,False,CH,Basel,Basel,136.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-24T21:10:09Z,1429909809.0,54875086cb6da1a5438b45fd,1
1101,F,M,21,10,7797,284,26,False,False,True,CH,Winterthur,Winterthur,191.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:49:44Z,1428331784.0,54cc0743190ba02f658b4c07,1
1102,F,M,21,10,6386,201,7,True,True,True,CH,Ependes (FR),Ependes (FR),47.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-26T13:02:36Z,1430053356.0,55344d53ea6da18c698b4db5,1
1103,F,M,19,3,1494,20,3,True,True,False,FR,Chalon-sur-Saône,Chalon-sur-Saône,140.0,0,0,0,1,0,0,1,1,True,False,False,False,False,False,1,2015-04-08T08:51:43Z,1428483103.0,54880fd3180ba0b3458b49c1,1
1104,F,M,19,9,2609,37,0,False,False,True,CH,Zuchwil,Zuchwil,104.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-08T12:45:11Z,1428497111.0,550e8228190ba0cf738b4a43,1
1105,F,M,21,4,3797,250,0,False,False,False,CH,Lausanne,Lausanne,0.8,0,0,0,0,0,0,0,1,True,False,False,False,False,False,1,2015-04-08T10:53:56Z,1428490436.0,55153b111b0ba0a1258b5045,1
1106,F,M,23,2,2964,78,0,False,True,False,CH,Lausanne,Crissier,5.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-04T16:42:32Z,1428165752.0,54c17008066ea1544f8b48cd,1
1107,F,M,23,5,5196,294,0,False,False,True,CH,Neuchâtel,Peseux,55.8,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-20T23:19:58Z,1429571998.0,54e0b4da0b6ea131548b4d5c,1
1108,F,M,19,1,399,9,0,True,False,True,FR,Chagny,Chagny,150.0,0,0,0,1,0,0,0,4,True,True,False,False,True,False,0,2015-04-06T10:33:16Z,1428316396.0,55106c57cd6da1ca558b4596,1
1109,F,M,19,11,3145,63,1,True,True,True,CH,Merenschwand,Merenschwand,156.0,0,0,0,1,0,0,1,1,False,False,True,False,False,False,1,2015-04-25T17:12:36Z,1429981956.0,54fcae81180ba005698b4cab,1
1110,F,M,19,1,2737,61,0,True,True,True,CH,Rothrist,Rothrist,128.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-19T09:25:19Z,1429435519.0,5489f090160ba0fc7e8b45a6,1
1111,F,none,19,3,5822,342,0,False,False,False,CH,Yverdon-les-Bains,Yverdon-les-Bains,28.8,0,0,0,1,0,0,0,3,True,True,True,False,False,False,0,2015-04-26T13:49:47Z,1430056187.0,548af12b190ba049298b4cb6,1
1112,F,M,20,7,9969,379,3,True,True,True,CH,Basel,Muttenz,136.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:59:38Z,1430049578.0,55071078066ea150238b4802,1
1113,F,M,23,3,2180,53,0,False,False,False,FR,Paris,Belfort,125.0,0,0,0,1,0,0,0,4,True,True,False,False,True,False,1,2015-04-25T11:35:57Z,1429961757.0,548b5656cc6da1fd1b8b45a7,1
1114,F,M,22,2,3989,113,0,False,False,False,CH,Genève,Genève,52.5,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-08T12:40:19Z,1428496819.0,550d977e1b0ba0dd748b4834,1
1115,F,M,22,4,4043,172,4,True,True,True,DE,Wesseling,Wesseling,477.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,1,2015-04-06T16:11:08Z,1428336668.0,54ba6ac8160ba088458b4bcd,1
1116,F,M,22,1,3089,55,0,False,False,True,CH,Niderrüti,Winkel,180.0,0,0,0,1,0,1,1,2,True,False,True,False,False,False,1,2015-04-26T11:44:48Z,1430048688.0,548c1477cb6da1df368b4b11,1
1117,F,M,22,5,6464,324,0,False,False,False,CH,Fribourg,Fribourg,50.2,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-07T11:22:15Z,1428405735.0,54e61265cb6da109978b46cc,1
1118,F,M,21,3,4403,85,0,True,True,False,CH,Lausanne,Thônex,50.1,0,0,0,0,0,1,0,1,True,False,False,False,False,False,1,2015-04-26T11:26:07Z,1430047567.0,55180e4de96da1f2428b47f7,1
1119,F,M,19,11,2673,53,1,True,False,False,CH,Landquart Fabriken,Ennetbaden,166.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-06T11:33:51Z,1428320031.0,5506828c076ea13b3d8b4e6b,1
1120,F,M,25,3,6189,123,0,False,True,False,DE,Emmendingen,Emmendingen,200.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T18:47:07Z,1430074027.0,552c0e18cb6da178508b4794,0
1121,F,M,21,6,814,58,1,True,True,True,FR,Annecy,Annecy,78.5,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T14:55:52Z,1428332152.0,550c33faca6da186568b45bd,1
1122,F,M,20,8,2706,48,10,True,True,True,FR,Longvic,Longvic,149.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-08T11:05:09Z,1428491109.0,55104c13190ba045478b4f47,1
1123,F,M,22,3,9556,234,0,True,False,True,DE,Cochem,Ediger-Eller,399.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:25:31Z,1428330331.0,54d459a8140ba041748b45c2,1
1124,F,none,21,4,7907,247,1,True,True,False,DE,Esslingen am Neckar,Sindelfingen,302.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:56:43Z,1428332203.0,551c5c1fc56da15e398b4b63,1
1125,F,M,22,4,4260,128,0,True,True,False,DE,Rüsselsheim,Rüsselsheim,408.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:25:28Z,1428330328.0,548dcf04150ba02c038b4801,1
1126,F,M,20,23,4833,86,0,False,True,False,DE,Freiburg im Breisgau,Lahr/Schwarzwald,222.0,1,1,0,1,0,1,0,2,False,False,True,False,False,False,1,2015-04-26T18:53:41Z,1430074421.0,551496b3180ba0221c8b4c9d,1
1127,F,none,20,13,3263,93,0,False,False,True,DE,Freiburg im Breisgau,Teningen,199.0,0,0,0,1,0,0,1,1,False,False,True,False,False,False,1,2015-04-26T10:14:18Z,1430043258.0,54f2f98bc86da191088b49f5,1
1128,F,M,19,3,3321,105,0,True,True,False,FR,Villers-le-Lac,Villers-le-Lac,60.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-08T14:10:32Z,1428502232.0,551abd40e86da1b57f8b4721,1
1129,F,M,20,6,2695,114,0,True,False,False,FR,Annonay,Nantua,89.1,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-03-29T21:23:47Z,1427664227.0,550da6820b6ea135218b4d90,1
1130,F,M,19,8,2669,188,0,False,True,True,FR,Nancy,Nancy,243.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T12:33:16Z,1428323596.0,548f327ecb6da153848b49f7,1
1131,F,M,20,3,3380,74,1,False,True,False,FR,Albertville,Thônes,75.2,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-08T09:34:59Z,1428485699.0,54a084f5c86da1562f8b46ea,1
1132,F,M,19,9,5299,148,1,True,False,False,CH,Basel,Basel,137.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,2015-04-26T02:53:44Z,1430016824.0,54fe2a65c96da162818b4721,1
1133,F,M,22,10,2980,32,2,False,False,True,CH,Wasen im Emmental,Thörigen,110.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-26T11:51:38Z,1430049098.0,54c3f2b6086ea1e7848b46f0,1
1134,F,M,23,11,5731,180,0,True,False,False,DE,Daun,Daun,409.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,2015-04-06T14:47:14Z,1428331634.0,54f1da05c96da12e1d8b45c8,1
1135,F,M,19,8,6122,182,1,True,False,False,CH,Zürich,Zürich,173.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-26T14:02:47Z,1430056967.0,5490267f190ba06c788b4e7e,1
1136,F,M,23,4,9024,259,1,True,True,False,DE,Berlin,Stuttgart,313.0,0,0,0,1,0,1,0,2,False,True,True,False,False,False,1,2015-04-26T18:51:56Z,1430074316.0,54907881160ba0871b8b46c1,1
1137,F,M,19,10,4323,108,0,True,True,False,CH,Bussigny,Bussigny,0.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-05-03T08:15:42Z,1430640942.0,54912f14ea6da17f298b4c43,1
1138,F,M,19,1,805,64,1,True,False,False,FR,Bonneville,Bonneville,51.5,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T16:48:30Z,1428338910.0,54909ab4180ba08c5a8b4908,1
1139,F,M,19,4,9971,331,1,True,True,True,DE,Lörrach,Kleines Wiesental,144.0,0,0,0,1,0,0,0,4,True,True,True,False,False,False,1,2015-04-26T08:40:57Z,1430037657.0,55356577cb6da1978a8b49d0,1
1140,F,M,21,1,11548,391,0,True,False,False,DE,Köln,Köln,492.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:52:12Z,1428331932.0,549147e4170ba0772d8b4c01,1
1141,F,M,19,3,4674,76,0,True,True,False,DE,Troisdorf,Schönecken,404.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:26:17Z,1428330377.0,54925fb2c56da1f74f8b492a,1
1142,F,M,21,16,722,7,0,True,True,True,CH,Bern,Riffenmatt,60.0,0,0,0,1,0,0,0,2,True,False,True,False,False,False,1,2015-04-04T16:17:41Z,1428164261.0,54e0ef7f180ba03c2a8b4751,1
1143,F,M,22,5,2646,23,0,True,True,True,CH,Derendingen,Derendingen,104.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-25T20:01:50Z,1429992110.0,55296f3a180ba03c238b4ba3,1
1144,F,M,25,5,9814,295,0,False,True,False,CH,Aarau,Aarau,147.0,0,0,0,1,0,0,0,4,True,True,True,False,False,False,0,2015-04-26T06:12:41Z,1430028761.0,54da951b0b6ea1f21b8b48ba,0
1145,F,none,21,22,9266,295,12,True,False,False,CH,Basel,Basel,137.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-08T14:34:54Z,1428503694.0,5521571cc76da1a3338b4857,1
1146,F,M,25,7,5061,132,0,False,True,False,IT,Somma Lombardo,Somma Lombardo,185.0,0,0,0,1,0,0,0,1,False,False,False,True,False,False,0,2015-04-25T20:30:07Z,1429993807.0,552d2e69c96da19b948b4cbb,0
1147,F,M,20,13,2128,40,1,False,True,False,CH,Zollbrück,Interlaken,96.2,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-26T09:51:10Z,1430041870.0,55000075150ba0e3228b4611,1
1148,F,M,22,5,2070,31,0,True,True,True,CH,Koppigen,Koppigen,100.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-08T12:56:58Z,1428497818.0,54b04f53150ba0ee238b48a1,1
1149,F,M,22,2,1478,51,0,True,True,True,FR,Moulins-lès-Metz,Moulins-lès-Metz,288.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-06T14:23:37Z,1428330217.0,55059cdd0a6ea1dc998b47d3,1
1150,F,M,19,3,4061,179,1,True,False,False,CH,Genève,Genève,51.1,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-06T15:40:23Z,1428334823.0,55047419c56da19e2e8b4bb0,1
1151,F,M,20,1,7637,127,0,True,False,False,DE,Frankfurt am Main,Frankfurt am Main,428.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,2015-04-06T14:31:18Z,1428330678.0,54967f39c86da12e3c8b47ce,1
1152,F,M,20,10,4883,196,0,True,True,False,CH,La Sarraz,La Sarraz,18.2,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-19T11:55:10Z,1429444510.0,551f87a5140ba015258b4bcc,1
1153,F,M,25,2,1327,41,0,False,True,False,FR,Thonon-les-Bains,Thonon-les-Bains,20.8,0,0,0,0,0,1,0,1,True,False,False,False,False,False,0,2015-04-08T15:10:34Z,1428505834.0,5495cc10066ea161398b4afb,0
1154,F,M,23,1,8582,635,0,False,True,False,CH,Montreux,Montreux,21.7,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-26T11:42:43Z,1430048563.0,553b6524c66da1e5458b4e32,1
1155,F,M,25,8,2233,86,0,True,False,True,CH,Steckborn,Zürich,174.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-04T23:28:57Z,1428190137.0,54a52739e86da16b7f8b4878,0
1156,F,M,23,4,7139,360,0,True,True,False,FR,Oltingue,Oltingue,122.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-26T11:23:30Z,1430047410.0,5517b00bca6da11d6d8b48ee,1
1157,F,M,22,6,4499,195,0,True,False,False,FR,Brignais,Brignais,173.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T18:02:10Z,1428343330.0,551d3cff190ba026498b4b19,1
1158,F,M,20,3,984,34,0,True,True,False,CH,Romont,Châtel-Saint-Denis,20.1,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-26T14:50:42Z,1430059842.0,5496b9eaca6da112288b4961,1
1159,F,M,19,1,5558,175,0,True,True,True,ET,New York,Lutry,3.4,0,0,0,1,0,1,0,1,False,True,False,False,False,False,0,2015-04-26T18:13:15Z,1430071995.0,553294dfc66da11f768b4bba,1
1160,F,M,23,2,2650,22,0,False,False,False,DE,Tübingen,Freiburg im Breisgau,188.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,2015-04-26T10:35:14Z,1430044514.0,553c190de66da1ae588b45bc,1
1161,F,M,21,3,102,2,0,False,True,False,FR,Belval,Belval,212.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,2015-04-06T14:55:07Z,1428332107.0,54973faec86da182628b4b4f,1
1162,F,M,23,5,6224,179,0,True,True,False,DE,Hamburg,Bad Vilbel,438.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,2015-04-06T16:12:22Z,1428336742.0,551b3f9e190ba0ac028b4c22,1
1163,F,F,25,3,10200,389,1,True,True,True,DE,Salach,Salach,336.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,2015-04-27T19:41:42Z,1430163702.0,5524e5c5cc6da1a9048b4597,0
1164,F,M,20,10,4930,80,0,True,True,False,DE,Rheinfelden (Baden),Rheinfelden (Baden),145.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,2015-04-26T04:08:35Z,1430021315.0,55325a16160ba013728b4e41,1
1165,F,M,23,7,1062,47,0,True,True,True,FR,Le Pontet,Colmar,181.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-06T01:09:38Z,1428282578.0,550c8a45c96da1af618b4b63,1
1166,F,M,19,11,5520,413,2,True,False,False,CH,Yverdon-les-Bains,Yverdon-les-Bains,29.3,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,2015-04-07T10:11:52Z,1428401512.0,5520394c066ea1eb578b49c1,1
